area_ha,count,defo_m2,farm_id,label,total_m2,defo_pct
2.85,285,0.0,528,1,27978.889155638444,0.0
0.57,57,0.0,529,1,5585.027925468891,0.0
14.02,1402,0.0,530,1,137683.41002658027,0.0
0.63,63,0.0,531,1,6180.657060570809,0.0
0.55,55,0.0,532,1,5400.6264021032,0.0
0.77,77,0.0,533,1,7548.972008559284,0.0
1.04,104,0.0,534,1,10208.691620770622,0.0
0.63,63,0.0,535,1,6186.385378370098,0.0
1.0,100,0.0,536,1,9816.404227582147,0.0
3.44,344,0.0,537,1,33765.591000515786,0.0
8.88,888,0.0,538,1,87199.00160387823,0.0
0.6,60,0.0,539,1,5885.48824106852,0.0
0.61,61,0.0,540,1,5986.01113616345,0.0
0.89,89,0.0,541,1,8730.04134243236,0.0
0.68,68,0.0,542,1,6675.865390942141,0.0
5.71,571,0.0,543,1,56054.919327470336,0.0
1.0,100,0.0,544,1,9815.674470041315,0.0
1.38,138,0.0,545,1,13539.262112755865,0.0
10.09,1009,0.0,546,1,99019.98180293663,0.0
0.75,75,0.0,547,1,7361.902389646044,0.0
0.79,79,0.0,548,1,7750.509059202903,0.0
1.02,102,0.0,549,1,10004.144839268112,0.0
0.66,66,0.0,550,1,6473.834823189532,0.0
0.85,85,0.0,551,1,8343.019520000384,0.0
0.56,56,0.0,552,1,5497.73488590016,0.0
0.54,54,0.0,553,1,5295.649327955059,0.0
0.92,92,0.0,554,1,9027.260146735693,0.0
0.85,85,0.0,555,1,8338.258828376322,0.0
0.69,69,0.0,556,1,6767.864954241585,0.0
13.17,1317,0.0,557,1,129264.21704711902,0.0
2.94,294,0.0,558,1,28865.17431823132,0.0
0.52,52,0.0,559,1,5101.272926031374,0.0
0.73,73,0.0,560,1,7155.469567182953,0.0
2.02,202,0.0,561,1,19839.768075232423,0.0
0.51,51,0.0,562,1,5004.586861165365,0.0
2.42,242,0.0,563,1,23766.581470534384,0.0
0.5,50,0.0,564,1,4904.50416909012,0.0
0.51,51,0.0,565,1,5006.9899774588785,0.0
0.57,57,0.0,566,1,5586.440871384563,0.0
0.72,72,0.0,567,1,7064.673794196635,0.0
0.61,61,677.3089252546722,568,1,5981.676046214387,11.323
1.43,143,0.0,569,1,14038.375535015033,0.0
0.5,50,0.0,570,1,4904.066916282505,0.0
0.68,68,0.0,571,1,6671.820748033712,0.0
4.96,496,0.0,572,1,48695.904421129424,0.0
2.77,277,0.0,573,1,27190.153605831376,0.0
0.59,59,0.0,574,1,5793.095913845885,0.0
5.77,577,0.0,575,1,56652.649657425216,0.0
0.51,51,0.0,576,1,5004.6504737106025,0.0
2.61,261,0.0,577,1,25614.13627974564,0.0
1.39,139,0.0,578,1,13643.682356950347,0.0
1.46,146,0.0,579,1,14333.308040663771,0.0
1.33,133,0.0,580,1,13065.40510903153,0.0
1.47,147,0.0,581,1,14417.945147435805,0.0
0.55,55,0.0,582,1,5390.536042426615,0.0
1.47,147,0.0,583,1,14409.8947702146,0.0
0.58,58,0.0,584,1,5692.21567050709,0.0
1.21,121,0.0,585,1,11872.316731980256,0.0
0.65,65,0.0,586,1,6376.342455516143,0.0
0.61,61,0.0,587,1,5984.882589512243,0.0
0.62,62,0.0,588,1,6080.382360660331,0.0
0.73,73,673.4519725724763,589,1,7163.952177638635,9.401
5.83,583,0.0,590,1,57224.31354815914,0.0
1.0,100,0.0,591,1,9815.00673107072,0.0
1.73,173,0.0,592,1,16976.00721148323,0.0
2.21,221,0.0,593,1,21684.284299753224,0.0
0.71,71,0.0,594,1,6965.4188114540275,0.0
0.71,71,0.0,595,1,6959.271886429134,0.0
0.54,54,0.0,596,1,5297.236675576602,0.0
0.66,66,0.0,597,1,6476.806366355744,0.0
4.62,462,0.0,598,1,45369.87497774014,0.0
1.93,193,0.0,599,1,18939.4875613942,0.0
1.11,111,0.0,600,1,10881.03832056382,0.0
25.03,2503,0.0,601,1,245834.11144777195,0.0
3.31,331,0.0,602,1,32506.48448184146,0.0
1.65,165,0.0,603,1,16194.92679407456,0.0
0.55,55,0.0,604,1,5397.882747934381,0.0
3.65,365,0.0,605,1,35829.11373937271,0.0
0.75,75,0.0,606,1,7357.706056841682,0.0
1.03,103,0.0,607,1,10108.444946318985,0.0
0.72,72,0.0,608,1,7067.9294616100815,0.0
0.73,73,0.0,609,1,7170.440130226286,0.0
1.02,102,0.0,610,1,10013.462396300072,0.0
2.39,239,0.0,611,1,23455.042378743467,0.0
0.77,77,0.0,612,1,7550.560891244927,0.0
2.08,208,0.0,613,1,20412.69334653968,0.0
0.72,72,0.0,614,1,7070.238915925867,0.0
0.56,56,0.0,615,1,5498.788353415094,0.0
0.77,77,0.0,616,1,7554.299481590121,0.0
1.58,158,0.0,617,1,15492.983604700421,0.0
1.24,124,0.0,618,1,12165.679279970656,0.0
0.72,72,0.0,619,1,7065.743421726602,0.0
0.91,91,0.0,620,1,8927.953114109414,0.0
0.87,87,0.0,621,1,8542.860667658788,0.0
0.54,54,0.0,622,1,5296.842813529223,0.0
4.36,436,0.0,623,1,42812.31086491608,0.0
1.47,147,0.0,624,1,14422.030272509995,0.0
0.82,82,0.0,625,1,8030.069796393897,0.0
1.57,157,0.0,626,1,15409.466748824774,0.0
0.54,54,0.0,627,1,5296.654096685672,0.0
1.01,101,0.0,628,1,9912.182584156712,0.0
0.7,70,0.0,629,1,6866.779520251706,0.0
0.61,61,0.0,630,1,5989.707159184475,0.0
0.71,71,0.0,631,1,6968.232261478199,0.0
1.4,140,0.0,632,1,13744.023664706361,0.0
2.18,218,0.0,633,1,21400.462661773097,0.0
2.12,212,0.0,634,1,20811.427553992176,0.0
22.79,2279,0.0,635,1,223777.81752738217,0.0
1.61,161,0.0,636,1,15788.746749788168,0.0
1.33,133,0.0,637,1,13043.679805620977,0.0
0.86,86,0.0,638,1,8443.85527221081,0.0
1.82,182,0.0,639,1,17869.850517332787,0.0
2.24,224,0.0,640,1,21991.371720377603,0.0
5.04,504,0.0,641,1,49488.20851892211,0.0
0.54,54,0.0,642,1,5297.662809334548,0.0
0.82,82,0.0,643,1,8046.379074485632,0.0
0.72,72,0.0,644,1,7069.480801421521,0.0
5.1,510,0.0,645,1,50034.35092791385,0.0
2.7,270,0.0,646,1,26486.212429899344,0.0
0.56,56,0.0,647,1,5493.501339332731,0.0
4.13,413,0.0,648,1,40562.55786767095,0.0
2.09,209,0.0,649,1,20517.86329255945,0.0
0.68,68,0.0,650,1,6671.1383362714,0.0
1.1,110,0.0,651,1,10777.035217225317,0.0
0.62,62,0.0,652,1,6086.329730344289,0.0
0.7,70,0.0,653,1,6866.610444072649,0.0
0.97,97,0.0,654,1,9518.64358311073,0.0
8.95,895,0.0,655,1,87881.52509651925,0.0
1.03,103,0.0,656,1,10104.820903284408,0.0
1.16,116,0.0,657,1,11380.01946267521,0.0
11.5,1150,0.0,658,1,112882.16733640789,0.0
0.69,69,0.0,659,1,6772.702857103534,0.0
0.62,62,0.0,660,1,6083.043293403178,0.0
2.59,259,0.0,661,1,25425.62401760327,0.0
2.45,245,0.0,662,1,24036.349621402504,0.0
0.71,71,0.0,663,1,6971.9720604690865,0.0
0.61,61,0.0,664,1,5983.964676142674,0.0
0.52,52,0.0,665,1,5096.174809803682,0.0
3.34,334,0.0,666,1,32793.47578154919,0.0
4.56,456,0.0,667,1,44756.079899447555,0.0
15.87,1587,0.0,668,1,155820.88240290634,0.0
0.51,51,0.0,669,1,4998.305349282657,0.0
0.51,51,0.0,670,1,5003.895406266751,0.0
1.55,155,0.0,671,1,15216.138961103848,0.0
0.56,56,0.0,672,1,5497.471447185444,0.0
1.12,112,0.0,673,1,10976.067374824082,0.0
0.85,85,0.0,674,1,8348.500325640505,0.0
0.62,62,0.0,675,1,6080.54907801011,0.0
0.54,54,0.0,676,1,5300.718297561944,0.0
0.69,69,0.0,677,1,6772.744187328859,0.0
1.84,184,0.0,678,1,18060.895749080883,0.0
3.91,391,0.0,679,1,38364.02206717101,0.0
1.63,163,0.0,680,1,15988.789284500423,0.0
0.63,63,0.0,681,1,6182.808775209914,0.0
0.64,64,0.0,682,1,6271.487100548839,0.0
0.86,86,0.0,683,1,8419.861080812942,0.0
7.92,792,0.0,684,1,77739.33983905264,0.0
0.72,72,0.0,685,1,7060.1674574608915,0.0
0.99,99,0.0,686,1,9712.007824048804,0.0
0.81,81,0.0,687,1,7949.382673405667,0.0
5.1,510,0.0,688,1,50087.830144934596,0.0
1.03,103,0.0,689,1,10109.25501364914,0.0
1.26,126,0.0,690,1,12355.485082199988,0.0
0.56,56,0.0,691,1,5498.790137436813,0.0
0.6,60,0.0,692,1,5891.045726432052,0.0
4.99,499,0.0,693,1,48982.558428237055,0.0
1.59,159,0.0,694,1,15609.704433815152,0.0
1.44,144,0.0,695,1,14131.134644661697,0.0
6.41,641,0.0,696,1,62937.55696153829,0.0
0.5,50,0.0,697,1,4904.047452679802,0.0
1.06,106,0.0,698,1,10408.385613445205,0.0
3.38,338,0.0,699,1,33166.156605410106,0.0
0.88,88,0.0,700,1,8642.792811943507,0.0
2.12,212,0.0,701,1,20806.829127203247,0.0
78.82,7882,0.0,702,1,774042.0333626244,0.0
0.5,50,0.0,703,1,4906.195934011421,0.0
0.53,53,0.0,704,1,5196.441616192987,0.0
1.41,141,0.0,705,1,13837.783066304524,0.0
0.53,53,0.0,706,1,5197.793861987545,0.0
0.95,95,0.0,707,1,9325.310990068023,0.0
0.7,70,0.0,708,1,6865.503540966557,0.0
3.1,310,0.0,709,1,30445.764215297306,0.0
0.56,56,0.0,710,1,5496.824476384182,0.0
1.05,105,0.0,711,1,10303.361531575523,0.0
1.17,117,0.0,712,1,11485.850812156528,0.0
32.86,3286,0.0,713,1,322710.8556607723,0.0
3.05,305,0.0,714,1,29949.655231460863,0.0
3.47,347,0.0,715,1,34058.469818564015,0.0
0.85,85,0.0,716,1,8349.527811895632,0.0
0.82,82,0.0,717,1,8046.486050684313,0.0
0.64,64,0.0,718,1,6269.9984566183675,0.0
1.26,126,0.0,719,1,12363.769571850344,0.0
0.56,56,0.0,720,1,5493.738050363579,0.0
1.95,195,0.0,721,1,19140.522516018726,0.0
2.29,229,0.0,722,1,22475.64131290212,0.0
0.69,69,0.0,723,1,6773.391429108265,0.0
0.75,75,0.0,724,1,7359.793381216014,0.0
0.98,98,0.0,725,1,9618.872578519931,0.0
2.52,252,0.0,726,1,24722.323308548257,0.0
0.91,91,0.0,727,1,8929.745037841802,0.0
2.26,226,0.0,728,1,22183.642828758082,0.0
1.21,121,0.0,729,1,11874.238798193837,0.0
1.71,171,0.0,730,1,16782.861802882777,0.0
0.78,78,0.0,731,1,7653.26479958927,0.0
0.55,55,0.0,732,1,5394.880488017962,0.0
0.52,52,0.0,733,1,5104.428368871351,0.0
0.5,50,0.0,734,1,4910.897846446317,0.0
1.45,145,0.0,735,1,14230.772181312706,0.0
0.84,84,0.0,736,1,8244.274752209232,0.0
0.62,62,0.0,737,1,6084.5231330422785,0.0
1.32,132,0.0,738,1,12946.904559685205,0.0
0.53,53,0.0,739,1,5196.383301050522,0.0
0.57,57,0.0,740,1,5593.224907310337,0.0
1.41,141,0.0,741,1,13842.139017770805,0.0
1.49,149,0.0,742,1,14622.514272652414,0.0
25.63,2563,0.0,743,1,251659.4596801157,0.0
1.33,133,0.0,744,1,13051.970688225243,0.0
0.59,59,0.0,745,1,5792.49733135747,0.0
1.07,107,0.0,746,1,10507.898746984145,0.0
0.55,55,0.0,747,1,5395.421805976417,0.0
1.94,194,0.0,748,1,19036.23650799919,0.0
0.5,50,0.0,749,1,4903.313390245625,0.0
1.55,155,0.0,750,1,15204.93311573103,0.0
0.62,62,0.0,751,1,6084.736963399248,0.0
0.68,68,0.0,752,1,6671.21354815913,0.0
0.51,51,0.0,753,1,5002.12252846512,0.0
1.76,176,0.0,754,1,17266.63783306046,0.0
0.75,75,0.0,755,1,7362.671363800647,0.0
0.79,79,0.0,756,1,7752.16629569858,0.0
1.22,122,0.0,757,1,11973.65067997353,0.0
4.52,452,0.0,758,1,44351.75978408514,0.0
0.51,51,0.0,759,1,5003.174680193733,0.0
3.73,373,0.0,760,1,36608.01482953838,0.0
0.62,62,0.0,761,1,6089.0543139887795,0.0
1.51,151,0.0,762,1,14814.720127539538,0.0
0.96,96,0.0,763,1,9416.872909665577,0.0
0.53,53,0.0,764,1,5201.6053571813245,0.0
1.78,178,0.0,765,1,17465.37217362348,0.0
2.09,209,0.0,766,1,20500.427569520223,0.0
1.18,118,0.0,767,1,11585.487186566526,0.0
1.2,120,0.0,768,1,11786.447976894004,0.0
1.62,162,0.0,769,1,15891.26003762041,0.0
0.53,53,0.0,770,1,5203.654105033128,0.0
0.73,73,0.0,771,1,7163.494954008217,0.0
1.05,105,0.0,772,1,10298.402379682955,0.0
1.94,194,0.0,773,1,19029.551402940928,0.0
2.02,202,0.0,774,1,19826.669349072024,0.0
0.61,61,0.0,775,1,5983.134915819354,0.0
1.18,118,0.0,776,1,11573.83249625412,0.0
1.69,169,0.0,777,1,16575.045399624698,0.0
0.79,79,0.0,778,1,7757.932272069596,0.0
0.63,63,0.0,779,1,6181.329746590405,0.0
6.97,697,0.0,780,1,68432.48767329194,0.0
0.99,99,0.0,781,1,9719.114690234617,0.0
0.79,79,0.0,782,1,7749.279114876541,0.0
0.7,70,0.0,783,1,6873.484490637687,0.0
20.95,2095,0.0,784,1,205777.56122828467,0.0
0.83,83,0.0,785,1,8148.021896541822,0.0
0.95,95,0.0,786,1,9316.258784514775,0.0
3.73,373,0.0,787,1,36609.185763819114,0.0
1.82,182,0.0,788,1,17863.39319754208,0.0
5.38,538,0.0,789,1,52834.911970998764,0.0
2.12,212,0.0,790,1,20800.49869737813,0.0
80.54,8054,0.0,791,1,791212.8782830635,0.0
0.59,59,0.0,792,1,5790.382302796607,0.0
1.82,182,0.0,793,1,17871.700133619106,0.0
1.93,193,0.0,794,1,18925.712816036445,0.0
0.81,81,0.0,795,1,7951.761336322858,0.0
0.9,90,0.0,796,1,8829.039072582767,0.0
1.01,101,0.0,797,1,9907.197957117416,0.0
1.33,133,0.0,798,1,13051.793941991476,0.0
0.51,51,0.0,799,1,4998.255710138061,0.0
0.51,51,0.0,800,1,5006.5618500952605,0.0
0.93,93,0.0,801,1,9132.242283929565,0.0
0.63,63,0.0,802,1,6173.696336663935,0.0
7.02,702,0.0,803,1,68931.58867465744,0.0
0.51,51,0.0,804,1,5000.856882731119,0.0
18.55,1855,0.0,805,1,182170.89207084494,0.0
1.2,120,0.0,806,1,11777.166475901882,0.0
10.9,1090,0.0,807,1,106999.40503130158,0.0
4.31,431,0.0,808,1,42301.477045455606,0.0
1.53,153,0.0,809,1,15024.500025820262,0.0
1.25,125,0.0,810,1,12272.96569542978,0.0
0.75,75,0.0,811,1,7354.548002444999,0.0
0.6,60,0.0,812,1,5889.452995779001,0.0
0.59,59,0.0,813,1,5789.262364765242,0.0
3.76,376,0.0,814,1,36903.89796836704,0.0
0.55,55,0.0,815,1,5395.4505650539,0.0
0.89,89,0.0,816,1,8736.656384636372,0.0
0.88,88,0.0,817,1,8633.65004712273,0.0
1.07,107,0.0,818,1,10498.817890990016,0.0
0.98,98,0.0,819,1,9607.847779307645,0.0
20.85,2085,0.0,820,1,204689.49821131135,0.0
0.57,57,0.0,821,1,5592.394892494351,0.0
3.07,307,0.0,822,1,30076.15797774373,0.0
1.34,134,0.0,823,1,13147.996881552295,0.0
1.39,139,0.0,824,1,13639.01989799949,0.0
3.65,365,0.0,825,1,35823.99481033622,0.0
0.58,58,0.0,826,1,5691.645809218464,0.0
0.55,55,0.0,827,1,5398.908493371104,0.0
2.55,255,0.0,828,1,25013.741387849703,0.0
2.06,206,0.0,829,1,20225.50579044117,0.0
1.16,116,0.0,830,1,11380.173476275279,0.0
1.85,185,0.0,831,1,18162.716253781786,0.0
2.03,203,0.0,832,1,19929.627304645604,0.0
28.99,2899,0.0,833,1,284595.8925694188,0.0
0.94,94,0.0,834,1,9230.36706644694,0.0
0.52,52,0.0,835,1,5099.945566753309,0.0
0.56,56,0.0,836,1,5496.081061868106,0.0
3.19,319,0.0,837,1,31294.16512367396,0.0
6.12,612,0.0,838,1,60098.173011660074,0.0
2.29,229,0.0,839,1,22486.553751777185,0.0
0.9,90,0.0,840,1,8821.619401580218,0.0
4.27,427,0.0,841,1,41929.76976019169,0.0
18.59,1859,0.0,842,1,182554.98130113177,0.0
1.3,130,0.0,843,1,12760.123241110408,0.0
3.84,384,0.0,844,1,37672.19830744124,0.0
1.78,178,0.0,845,1,17450.539970128695,0.0
9.13,913,0.0,846,1,89644.48400501919,0.0
1.13,113,0.0,847,1,11090.45964286654,0.0
0.52,52,0.0,848,1,5101.084106894099,0.0
2.37,237,0.0,849,1,23255.980102150115,0.0
1.33,133,171.4458968218635,850,1,13042.960605277274,1.314
0.73,73,0.0,851,1,7155.526520254096,0.0
0.67,67,0.0,852,1,6577.038179644417,0.0
18.72,1872,0.0,853,1,183817.89442066863,0.0
0.87,87,0.0,854,1,8525.97780645034,0.0
3.47,347,0.0,855,1,34073.293434202926,0.0
0.65,65,0.0,856,1,6375.92348755481,0.0
0.79,79,0.0,857,1,7752.899511808509,0.0
0.54,54,0.0,858,1,5297.119351914352,0.0
3.06,306,0.0,859,1,30052.088314310702,0.0
4.03,403,0.0,860,1,39564.67977378695,0.0
0.93,93,0.0,861,1,9125.673740282247,0.0
0.61,61,0.0,862,1,5986.632306536506,0.0
14.04,1404,0.0,863,1,137894.79733674298,0.0
2.08,208,0.0,864,1,20416.60467945175,0.0
0.61,61,0.0,865,1,5990.994437184052,0.0
13.0,1300,0.0,866,1,127634.94699297138,0.0
3.12,312,0.0,867,1,30632.40840807148,0.0
0.59,59,0.0,868,1,5792.4253303677415,0.0
0.94,94,0.0,869,1,9232.696487905461,0.0
0.66,66,0.0,870,1,6477.5524857165765,0.0
3.39,339,1020.3052523743874,871,1,33278.306882431934,3.066
3.25,325,0.0,872,1,31872.181605948652,0.0
2.84,284,0.0,873,1,27851.311909574648,0.0
0.95,95,0.0,874,1,9316.432351295625,0.0
0.52,52,0.0,875,1,5101.44258548512,0.0
12.34,1234,3052.4919609817807,876,1,121107.46826761273,2.52
5.02,502,0.0,877,1,49303.61625952622,0.0
1.95,195,0.0,878,1,19138.63263914819,0.0
1.14,114,0.0,879,1,11185.722461984667,0.0
2.87,287,0.0,880,1,28166.188430935727,0.0
3.2,320,0.0,881,1,31416.09676049925,0.0
0.5,50,0.0,882,1,4903.2487941367945,0.0
15.34,1534,0.0,883,1,150645.14171360972,0.0
0.76,76,0.0,884,1,7459.086344909667,0.0
0.99,99,0.0,885,1,9715.46244961608,0.0
11.29,1129,0.0,886,1,110837.37771881711,0.0
8.38,838,0.0,887,1,82297.06715901686,0.0
3.49,349,0.0,888,1,34264.75703861009,0.0
1.28,128,0.0,889,1,12566.342111056452,0.0
3.82,382,0.0,890,1,37500.556690859325,0.0
1.31,131,0.0,891,1,12856.265836618457,0.0
0.65,65,0.0,892,1,6377.757304202811,0.0
0.84,84,0.0,893,1,8239.253022496838,0.0
7.57,757,0.0,894,1,74314.66900957895,0.0
1.69,169,0.0,895,1,16592.587667158532,0.0
0.85,85,0.0,896,1,8341.548150006463,0.0
2.01,201,0.0,897,1,19716.896276915308,0.0
1.11,111,0.0,898,1,10891.363097905174,0.0
0.51,51,0.0,899,1,5003.175702831792,0.0
2.35,235,0.0,900,1,23067.032151345684,0.0
0.87,87,0.0,901,1,8544.136463778628,0.0
0.93,93,0.0,902,1,9130.192774574423,0.0
2.71,271,0.0,903,1,26600.158703134588,0.0
2.9,290,0.0,904,1,28452.491482364443,0.0
1.12,112,0.0,905,1,10994.379225128769,0.0
1.09,109,0.0,906,1,10698.035817793309,0.0
0.59,59,0.0,907,1,5795.6631203146535,0.0
5.09,509,764.7669712739831,908,1,49947.33821004231,1.531
1.07,107,0.0,909,1,10506.89161065793,0.0
3.73,373,0.0,910,1,36622.02317938713,0.0
1.92,192,0.0,911,1,18843.685731117395,0.0
22.14,2214,0.0,912,1,217408.78484120066,0.0
1.15,115,0.0,913,1,11278.86305939917,0.0
0.68,68,0.0,914,1,6673.725468953454,0.0
0.82,82,0.0,915,1,8042.549515309054,0.0
0.75,75,0.0,916,1,7360.325646015242,0.0
1.58,158,0.0,917,1,15509.440771454447,0.0
1.17,117,0.0,918,1,11472.446517435716,0.0
0.63,63,0.0,919,1,6176.3118681066135,0.0
0.5,50,0.0,920,1,4898.91210078819,0.0
0.78,78,0.0,921,1,7659.04188741048,0.0
0.66,66,0.0,922,1,6479.155856861787,0.0
0.57,57,0.0,923,1,5587.908792712643,0.0
0.66,66,0.0,924,1,6477.681477984259,0.0
1.38,138,0.0,925,1,13539.106830342615,0.0
1.18,118,0.0,926,1,11583.836386347752,0.0
1.47,147,0.0,927,1,14427.34887312346,0.0
5.44,544,0.0,928,1,53404.054465499554,0.0
1.08,108,0.0,929,1,10599.996124985639,0.0
0.98,98,0.0,930,1,9608.21928998162,0.0
3.28,328,0.0,931,1,32168.64758875227,0.0
1.62,162,0.0,932,1,15903.500259399416,0.0
19.2,1920,0.0,933,1,188581.43461689644,0.0
0.52,52,0.0,934,1,5102.651035982021,0.0
1.34,134,0.0,935,1,13141.530439937816,0.0
2.12,212,81.68271313835592,936,1,20808.331628896678,0.393
2.29,229,0.0,937,1,22473.67064568014,0.0
3.27,327,0.0,938,1,32091.809346247624,0.0
0.72,72,0.0,939,1,7068.7120742498655,0.0
1.01,101,0.0,940,1,9918.927426566335,0.0
1.08,108,0.0,941,1,10600.814370188991,0.0
4.82,482,0.0,942,1,47323.38245448688,0.0
2.03,203,3525.966640427534,943,1,19913.196218483117,17.707
0.6,60,0.0,944,1,5884.530540675744,0.0
1.14,114,0.0,945,1,11195.798433191638,0.0
1.0,100,0.0,946,1,9818.546004889997,0.0
1.63,163,0.0,947,1,15989.691933186848,0.0
1.51,151,0.0,948,1,14810.718823361856,0.0
1.07,107,0.0,949,1,10505.929896665082,0.0
1.64,164,0.0,950,1,16101.718734082991,0.0
9.15,915,0.0,951,1,89784.53795231847,0.0
0.62,62,0.0,952,1,6082.547536004762,0.0
0.72,72,0.0,953,1,7068.979137046665,0.0
0.7,70,0.0,954,1,6867.5332774442795,0.0
1.06,106,0.0,955,1,10402.078086643594,0.0
0.92,92,0.0,956,1,9028.656355106134,0.0
1.11,111,0.0,957,1,10896.360460797478,0.0
18.53,1853,0.0,958,1,181914.06874637955,0.0
1.04,104,0.0,959,1,10209.122754295198,0.0
0.5,50,0.0,960,1,4911.777294832115,0.0
1.83,183,0.0,961,1,17963.511687843475,0.0
0.53,53,0.0,962,1,5201.9899451760675,0.0
7.34,734,0.0,963,1,72074.71936097984,0.0
1.59,159,0.0,964,1,15598.827208784522,0.0
9.01,901,0.0,965,1,88476.48163679538,0.0
0.88,88,0.0,966,1,8634.687250204646,0.0
5.05,505,0.0,967,1,49582.033550157736,0.0
1.35,135,0.0,968,1,13254.756261129945,0.0
0.59,59,0.0,969,1,5787.8696515251595,0.0
0.58,58,0.0,970,1,5692.314825020584,0.0
0.57,57,0.0,971,1,5595.89635479497,0.0
0.73,73,0.0,972,1,7165.591909700282,0.0
3.82,382,0.0,973,1,37509.33170973836,0.0
0.54,54,0.0,974,1,5298.457677115645,0.0
1.44,144,0.0,975,1,14121.932767351931,0.0
6.72,672,0.0,976,1,66026.14681800395,0.0
0.5,50,0.0,977,1,4899.492213529702,0.0
4.96,496,0.0,978,1,48704.12560236314,0.0
2.3,230,0.0,979,1,22569.732289542408,0.0
1.05,105,0.0,980,1,10312.744323521034,0.0
2.31,231,0.0,981,1,22661.815051957663,0.0
0.76,76,0.0,982,1,7464.209386100021,0.0
0.75,75,0.0,983,1,7361.44913632262,0.0
0.52,52,0.0,984,1,5105.1442871692125,0.0
1.63,163,0.0,985,1,15989.354841883038,0.0
0.52,52,0.0,986,1,5097.623756737801,0.0
2.05,205,0.0,987,1,20133.01685135786,0.0
0.61,61,0.0,988,1,5984.547212039722,0.0
2.14,214,8474.640155537925,989,1,20989.15488388958,40.376
1.17,117,0.0,990,1,11481.155300693894,0.0
0.66,66,0.0,991,1,6480.637981758864,0.0
1.85,185,0.0,992,1,18158.68178896435,0.0
1.06,106,0.0,993,1,10390.785224106728,0.0
0.56,56,0.0,994,1,5491.7100638296115,0.0
0.53,53,0.0,995,1,5197.827814887549,0.0
2.58,258,0.0,996,1,25346.883357956805,0.0
1.45,145,0.0,997,1,14228.47501361323,0.0
0.59,59,0.0,998,1,5789.047339675007,0.0
13.97,1397,0.0,999,1,137112.96602669492,0.0
0.74,74,0.0,1000,1,7259.245304272221,0.0
4.28,428,0.0,1001,1,42002.15348453894,0.0
1.52,152,0.0,1002,1,14920.309194048721,0.0
1.98,198,0.0,1003,1,19440.047881062834,0.0
0.72,72,0.0,1004,1,7062.63216636508,0.0
1.54,154,0.0,1005,1,15100.563592948172,0.0
1.22,122,0.0,1006,1,11977.01078410429,0.0
0.72,72,0.0,1007,1,7063.558933572209,0.0
1.35,135,0.0,1008,1,13252.876211488012,0.0
0.85,85,0.0,1009,1,8338.478073778339,0.0
3.24,324,0.0,1010,1,31819.9451946483,0.0
0.6,60,0.0,1011,1,5884.468526084751,0.0
1.04,104,0.0,1012,1,10206.293870933383,0.0
4.0,400,0.0,1013,1,39276.21153435803,0.0
29.8,2980,0.0,1014,1,292656.6669945213,0.0
1.21,121,0.0,1015,1,11878.53635218003,0.0
0.57,57,0.0,1016,1,5595.097911819759,0.0
2.94,294,0.0,1017,1,28858.76291719326,0.0
2.53,253,0.0,1018,1,24822.723295712938,0.0
0.76,76,0.0,1019,1,7460.4822199802775,0.0
1.05,105,0.0,1020,1,10292.975706571695,0.0
0.7,70,0.0,1021,1,6865.772440143661,0.0
0.64,64,0.0,1022,1,6284.839681258855,0.0
0.7,70,0.0,1023,1,6868.976293915394,0.0
1.14,114,0.0,1024,1,11193.265650730504,0.0
2.4,240,0.0,1025,1,23549.71385106106,0.0
1.51,151,0.0,1026,1,14811.393545951096,0.0
22.78,2278,0.0,1027,1,223760.89050077542,0.0
0.58,58,0.0,1028,1,5693.653368153296,0.0
8.61,861,0.0,1029,1,84514.6837797576,0.0
0.7,70,0.0,1030,1,6863.938278736789,0.0
1.67,167,0.0,1031,1,16394.97618970684,0.0
0.54,54,0.0,1032,1,5296.9554192038095,0.0
2.14,214,0.0,1033,1,21000.984711979887,0.0
0.58,58,0.0,1034,1,5693.332655962776,0.0
0.77,77,0.0,1035,1,7556.254632927391,0.0
0.61,61,0.0,1036,1,5982.452210519829,0.0
0.61,61,0.0,1037,1,5988.67132355933,0.0
2.05,205,0.0,1038,1,20105.283451603915,0.0
1.69,169,0.0,1039,1,16589.725411598352,0.0
0.55,55,0.0,1040,1,5392.5431444953465,0.0
0.71,71,0.0,1041,1,6969.933143525964,0.0
0.52,52,0.0,1042,1,5103.61051896039,0.0
0.6,60,0.0,1043,1,5892.990205263623,0.0
1.58,158,0.0,1044,1,15509.808371899175,0.0
1.01,101,0.0,1045,1,9918.495594278967,0.0
0.72,72,0.0,1046,1,7065.900723356354,0.0
0.64,64,0.0,1047,1,6282.451869560691,0.0
25.96,2596,0.0,1048,1,254960.84874369326,0.0
3.95,395,0.0,1049,1,38774.56645633473,0.0
0.62,62,0.0,1050,1,6072.500246594002,0.0
0.5,50,0.0,1051,1,4906.515442103967,0.0
0.79,79,0.0,1052,1,7749.016805132697,0.0
3.78,378,0.0,1053,1,37098.54926500507,0.0
1.18,118,0.0,1054,1,11576.76402653713,0.0
1.15,115,0.0,1055,1,11292.808792323689,0.0
4.53,453,0.0,1056,1,44470.51932271316,0.0
1.12,112,0.0,1057,1,10990.567557450839,0.0
1.66,166,0.0,1058,1,16289.833368189196,0.0
